"sample_name","sample_title","sample_control","specific_intertidal_location","temperature","salinity","geodeticDatum","lat_lon","collection_date","collection_date_local","unique_sample_identifier","depth","size_frac","samp_vol_we_dna_ext","organism","env_broad_scale","env_local_scale","env_medium","geo_loc_name","samp_mat_process","samp_collect_device","amplicon_sequenced","sample_storage_duration","sample_storage_location","sample_storage_temperature"
"CO1_D1.1009.a.S4.L001","Pillar Point intertidal seawater sample 1009.a","sample","S1","15.2 °C","33.5 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1009.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_E7.1026.a.S53.L001","Pillar Point intertidal seawater sample 1026.a","sample","S1","15.8 °C","33.1 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T00:30:00Z","2022-01-28T16:30:00PST","1026.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.D6.1047.c.S136.L001","Pillar Point intertidal seawater sample 1047.c","sample","S1","15.2 °C","33.5 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1047.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.G1.1042.a.S99.L001","Pillar Point intertidal seawater sample 1042.a","sample","S1","16.4 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T23:30:00Z","2022-01-28T15:30:00PST","1042.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.G2.1042.b.S107.L001","Pillar Point intertidal seawater sample 1042.b","sample","S1","16.4 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T23:30:00Z","2022-01-28T15:30:00PST","1042.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.D5.1047.b.S128.L001","Pillar Point intertidal seawater sample 1047.b","sample","S1","15.2 °C","33.5 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1047.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B11.1031.b.S80.L001","Pillar Point intertidal seawater sample 1031.b","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1031.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B12.1031.c.S87.L001","Pillar Point intertidal seawater sample 1031.c","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1031.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B10.1031.a.S74.L001","Pillar Point intertidal seawater sample 1031.a","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1031.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B9.1023.c.S66.L001","Pillar Point intertidal seawater sample 1023.c","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1023.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B7.1023.a.S50.L001","Pillar Point intertidal seawater sample 1023.a","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1023.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B1.1037.a.S94.L001","Pillar Point intertidal seawater sample 1037.a","sample","S1","15.6 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1037.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C5.1046.b.S127.L001","Pillar Point intertidal seawater sample 1046.b","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1046.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C6.1046.c.S135.L001","Pillar Point intertidal seawater sample 1046.c","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1046.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C8.1024.b.S59.L001","Pillar Point intertidal seawater sample 1024.b","sample","S1","14.7 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST","1024.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.G3.1042.c.S115.L001","Pillar Point intertidal seawater sample 1042.c","sample","S1","16.4 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T23:30:00Z","2022-01-28T15:30:00PST","1042.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.E8.1056.b.S153.L001","Pillar Point intertidal seawater sample 1056.b","sample","S1","16.2 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST","1056.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A12.1030.c.S86.L001","Pillar Point intertidal seawater sample 1030.c","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1030.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A11.1030.b.S79.L001","Pillar Point intertidal seawater sample 1030.b","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1030.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_E9.1026.c.S69.L001","Pillar Point intertidal seawater sample 1026.c","sample","S1","15.8 °C","33.1 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T00:30:00Z","2022-01-28T16:30:00PST","1026.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B8.1053.b.S150.L001","Pillar Point intertidal seawater sample 1053.b","sample","S1","15.2 °C","33.5 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST","1053.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A1.1036.a.S93.L001","Pillar Point intertidal seawater sample 1036.a","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1036.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_B8.1023.b.S58.L001","Pillar Point intertidal seawater sample 1023.b","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1023.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A2.1036.b.S101.L001","Pillar Point intertidal seawater sample 1036.b","sample","S1","16 °C","32.8 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST","1036.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C9.1054.c.S159.L001","Pillar Point intertidal seawater sample 1054.c","sample","S1","15.9 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1054.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C7.1024.a.S51.L001","Pillar Point intertidal seawater sample 1024.a","sample","S1","14.7 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST","1024.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_C9.1024.c.S67.L001","Pillar Point intertidal seawater sample 1024.c","sample","S1","14.7 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST","1024.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B2.1037.b.S102.L001","Pillar Point intertidal seawater sample 1037.b","sample","S1","15.6 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1037.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A4.1044.a.S117.L001","Pillar Point intertidal seawater sample 1044.a","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1044.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.E7.1056.a.S145.L001","Pillar Point intertidal seawater sample 1056.a","sample","S1","16.2 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST","1056.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_A10.1030.a.S73.L001","Pillar Point intertidal seawater sample 1030.a","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1030.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.E9.1056.c.S161.L001","Pillar Point intertidal seawater sample 1056.c","sample","S1","16.2 °C","33 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST","1056.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C8.1054.b.S151.L001","Pillar Point intertidal seawater sample 1054.b","sample","S1","15.9 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1054.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A5.1044.b.S125.L001","Pillar Point intertidal seawater sample 1044.b","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1044.b","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.A6.1044.c.S133.L001","Pillar Point intertidal seawater sample 1044.c","sample","S1","14.3 °C","33.2 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST","1044.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.C7.1054.a.S143.L001","Pillar Point intertidal seawater sample 1054.a","sample","S1","15.9 °C","32.9 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST","1054.a","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
"CO1_2.B3.1037.c.S110.L001","Pillar Point intertidal seawater sample 1037.c","sample","S1","15.6 °C","32.7 ppt","EPSG:4326","37.495306 N 122.498744 W","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST","1037.c","Surface","0.22 micrometer","1000 mL","seawater metagenome","marine biome [ENVO:00000447]","shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]","coastal sea water [ENVO_00002150]","USA: California, Half Moon Bay, Pillar Point, Intertidal","Gravity filtered through Sterivex (0.22-µm): dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2","Covidien single-use enteral feeding pouch","COI","18 days","Stanford Y2E2 Building, Environmental Engineering and Science Lab, Walk-In -20 °C Freezer","-20 °C"
